,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
126,"Senior Software Engineer, Team Leader, Fintech",Optasia,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,7+ Yrs of Exp,IT/Software Development,Java Software Development Docker Information Technology (IT) Programming NoSQL Software Engineering Computer Science,27 days ago
127,"Presales & Customer Engagement Manager, Fintech",Optasia,Not mentioned,Cairo,Egypt ,Full Time,On-site,Experienced,3 - 8 Yrs of Exp,Other,business Commercial Management English,27 days ago
128,WordPress & Web design Video Tutorials and Content Creator,Nile Creations,Heliopolis,Cairo,Egypt ,Full Time,On-site,Experienced,3+ Yrs of Exp,Writing/Editorial,SEO E-marketing Digital Marketing Social Media Marketing English WordPress,1 month ago
129,DAZU Pay - Python Developer (FinTech),Bright Creations,Smart Village,Giza,Egypt ,Full Time,On-site,Entry Level,2+ Yrs of Exp,IT/Software Development,Django Flask Python Scripting Web Scraping WWeb Scraping CI Computer Science,4 days ago
130,Real Estate Appointment Setter/Sales Agent,Confidential,Not mentioned,Newark,United States ,Full Time,On-site,Experienced,3+ Yrs of Exp,Business Development,Real Estate Sales Cold Calling Sales Property Sales Sales Target Outdoor Sales,23 days ago
131,3 D Designer,B&F Soft,Mohandessin,Giza,Egypt ,Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,3D Graphics 3D Modeling AutoCAD Design Art Animation Adobe Photoshop,25 days ago
132,Data/Artificial Intelligence Sr. Consultant,Exco Egypt,Nasr City,Cairo,Egypt ,Full Time,On-site,Manager,10 - 16 Yrs of Exp,males_preferred,Artificial Intelligence Computer Science Software Development Data Engineer,2 months ago
133,Digital Marketing Manager – Graduate Training Program (online – part-time),Moyyn,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,Marketing/PR/Advertising,Sales/Retail,sales social media digital marketing training analysis research,10 hours ago
134,Machine Learning Engineer,WUZZUF,Maadi,Cairo,Egypt ,Full Time,On-site,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Python ElasticSearch Machine Learning Web Development Pandas Information Retrieval Recommender Systems,1 month ago
135,Remote Transcriptionist,TERES,Not mentioned,Kuwait City,Kuwait ,Full Time,On-site,Entry Level,Administration,Writing/Editorial,transcription transcripts teres responsibilitieslisten,9 days ago
136,Business Development Specialist - IT & Software,TapTalent.ai,Not mentioned,Riyadh,Saudi Arabia ,Full Time,On-site,Experienced,Business Development,Marketing/PR/Advertising,Sales Sales Skills Sales Target Marketing Customer Service Customer Support,10 days ago
137,Node Js Engineer,PureCode Software,Not mentioned,Austin,United States ,Full Time,Remote,Entry Level,1 - 5 Yrs of Exp,IT/Software Development,Software Development JavaScript React js mongo db Git Information Technology (IT) Communication,2 months ago
138,Full Stack Developer,PureCode Software,Not mentioned,Austin,United States ,Full Time,Remote,Entry Level,1 - 5 Yrs of Exp,IT/Software Development,"MySQL, MongoDB Angular, React, Node.js) Information Technology (IT) Communication Communication skills Computer Science Skills",2 months ago
139,Technical Project Manager | SCADA Aveva,Avanceon Middle East & South Asia,Not mentioned,Doha,Qatar ,Full Time,Remote,Experienced,IT/Software Development,Project/Program Management,Project Management Computer Science Engineering Software Development Software Engineering C#,20 days ago
140,R&D Engineer III,Rewaa,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Entry Level,R&D/Science,IT/Software Development,Science Engineering Information Technology (IT) Computer Science Research Pharmacy,11 days ago
141,Junior Web Developer/Cairo,scandiweb,Not mentioned,Cairo,Egypt ,Full Time,Remote,Entry Level,IT/Software Development,PHP,MySQL OOP VueJS JavaScript,2 months ago
142,Junior Web Developer,scandiweb,Not mentioned,Alexandria,Egypt ,Full Time,Remote,Entry Level,IT/Software Development,PHP,MySQL OOP VueJS JavaScript,2 months ago
143,Copywriter,Fathom.io,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Not specified,Writing/Editorial,Marketing/PR/Advertising,Social Media Writing Copywriting Media SEO Editing,4 days ago
144,System Engineer (Application Support),Hamad International Airport,Not mentioned,Doha,Qatar ,Full Time,Remote,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Installation Software Development,12 days ago
145,E-commerce Content Specialist,Kana Group,Not mentioned,Kuwait City,Kuwait ,Full Time,Remote,Experienced,Customer Service/Support,Marketing/PR/Advertising,Marketing Social Media E-marketing Media Customer Service SEO,4 days ago
146,Solution Architect,TechBiz Global,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Not specified,Customer Service/Support,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Software Development Solution Architecture,6 days ago
147,Head of Strategic Opportunities and Chief of Staff to the CEO,Kira Studio,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Manager,Accounting/Finance,Business Development,management microsoft office accounting operations business development communication skills,26 days ago
148,Program Manager - IT Infrastructure projects - Abu Dhabi,Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Entry Level,IT/Software Development,Project/Program Management,Information Technology (IT) Management Computer Science Engineering Program Management Programming,19 days ago
149,Quality Assurance Engineer - 1 year FTC in Saudi Arabia,Fathom.io,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Experienced,IT/Software Development,Quality,Quality Control Engineering Quality Computer Science QA Information Technology (IT),8 days ago
150,Business Development Executive(Riyadh based),Element8,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Experienced,Business Development,Marketing/PR/Advertising,Sales Sales Skills Sales Target Marketing Customer Service Customer Support,15 days ago
151,Paralegal,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Entry Level,Administration,Customer Service/Support,Paralegal Administration English Law Legal Services Microsoft Excel,18 days ago
152,Technology Lead - UAE,Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Sales/Retail,Computer Science Computer Engineering Software Development Sales Software Engineering IT Sales,10 days ago
153,Engineer - Quality Assurance,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Development Software Engineering Computer Engineering Mechanical Engineering,18 days ago
154,Creative Videographer and Videoeditor,Dawrati | دوراتي,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,Marketing/PR/Advertising,marketing media adobe photoshop social media adobe premiere videographer,13 days ago
155,Senior Data Scientist - 1 year FTC - Saudi Arabia relocation,Fathom.io,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Analyst/Research,Information Technology (IT) SQL Python Engineering Data Analysis Software Development,16 days ago
156,ICT Pre-Sales Engineer,NTT,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Sales/Retail,Engineering Sales Skills Information Technology (IT) Computer Science Sales Target Presales,7 days ago
157,Network Security Engineer,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Networking Computer Engineering CCNA Networks,7 days ago
158,E-ECR Communication Executive East,BASF,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,Marketing/PR/Advertising,Sales/Retail,e-marketing social media digital marketing media microsoft office advertising,29 days ago
159,Digital Forensic and Incident Response Consultant,"NTT DATA, Inc.",Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Marketing/PR/Advertising,marketing computer science social media management security operations,2 days ago
160,Specialist - Business Intelligence,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Marketing/PR/Advertising,Sales/Retail,Social Media Sales Microsoft Office E-marketing Sales Skills Media,18 days ago
161,Senior Product Manager,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,IT/Software Development,Marketing/PR/Advertising,Marketing Information Technology (IT) Sales Skills Project Management Product Management Computer Science,18 days ago
162,English and Arabic Creative Copywriter,Dawrati | دوراتي,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Writing/Editorial,Marketing/PR/Advertising,Writing Social Media English Arabic Copywriting Media,13 days ago
163,IT Governance Specialist,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Installation/Maintenance/Repair,IT/Software Development,Computer Science Installation Maintenance Technical Support Troubleshooting Software,7 days ago
164,"Business Development Manager| Qatar | 50,000 QAR Base per month |",Edison Smart,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,Business Development,Marketing/PR/Advertising,aws c#.net c++ computer science,26 days ago
165,Middle School Mathematics Teacher,American International School Riyadh,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Education/Teaching,Training/Instructor,English Training English Teaching Instructor Math Science,9 days ago
166,Elementary School Administrative Assistant,American International School Riyadh,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Administration,Operations/Management,microsoft office education admin customer service communication skills english,27 days ago
167,Backend Engineer,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,IT/Software Development,Computer Science Software Development Software Engineering Back-End Engineering PHP,18 days ago
168,IT Systems Engineer,"NTT DATA, Inc.",Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Installation Software Development,4 days ago
169,Service Delivery Manager,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,IT/Software Development,Customer Support Customer Care Information Technology (IT) Management Computer Science Microsoft Office,7 days ago
170,IT Systems Engineer,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Installation Software Development,7 days ago
171,Data Engineer Specialist,MSD GCC,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,Administration,IT/Software Development,Administration Microsoft Office Information Technology (IT) Computer Science Engineering Admin,26 days ago
172,Data Scientist,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Analyst/Research,Computer Science Information Technology (IT) SQL Data Science Data Scientist Machine Learning,18 days ago
173,Program Manager,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,IT/Software Development,Project/Program Management,Information Technology (IT) Management Computer Science Engineering Program Management Programming,18 days ago
174,Network and Security Engineer,NTT,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Installation/Maintenance/Repair,IT/Software Development,Computer Science Engineering Networking Computer Engineering CCNA Networks,7 days ago
175,"Solution Consultant, Doha",Denodo,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,Accounting/Finance,IT/Software Development,Computer Science ERP Engineering Sales Sales Skills Accounting,9 days ago
176,Sales Manager,Avanade,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,Customer Service/Support,Operations/Management,Sales Skills Sales Target Customer Service Management Customer Support Customer Care,9 days ago
177,Social Data Anaylst,Monks,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Marketing/PR/Advertising,Sales/Retail,social media e-marketing media market research english google analytics,10 days ago
178,Elementary School Music Teacher,American International School Riyadh,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,Creative/Design/Art,Education/Teaching,Math Mathematics School Social Studies Core State Standards English,27 days ago
179,Client Manager: Transportation,"NTT DATA, Inc.",Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,Logistics/Supply Chain,Sales Sales Skills Customer Care Logistics Customer Support Marketing,5 hours ago
180,English speaking Senior Copywriter,Monks,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,IT/Software Development,Marketing/PR/Advertising,english information technology (it) computer science writing advertising design,2 days ago
181,Client Manager: Transportation,NTT,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,Customer Service/Support,Logistics/Supply Chain,Sales Sales Skills Customer Care Logistics Customer Support Marketing,7 days ago
182,Programme Director,Media.Monks Paris,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,Creative/Design/Art,IT/Software Development,teaching microsoft office computer science design animation media,1 month ago
183,Head of Partnerships - Middle East and Eastern Europe,Tony Blair Institute for Global Change,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Manager,Accounting/Finance,Marketing/PR/Advertising,management finance sales communication skills communication business,4 days ago
184,Software developer,Confidential,Not mentioned,Vienna,Austria ,Full Time,Hybrid,Experienced,1 - 20 Yrs of Exp,IT/Software Development,developer Information Technology (IT) software developer Software Engineering Software Development Software Computer Science,14 hours ago
185,Software and Digital Marketing Sales Executive,Webbingstone,6th of October,Giza,Egypt ,Full Time,Hybrid,Entry Level,1 - 2 Yrs of Exp,IT/Software Development,sales skills Software Executive Digital Marketing Sales Sales Executive Communication skills,3 days ago
